X,Y,OBJECTID,primary_key,occ_dt,obfAddress,x_rand,y_rand,disclaimer,place_name,                                             ,locationTranslation
-111.8976760001,33.3794916993,95172,TE201655006         ,2016-05-03T12:00:00.000Z,2XXX E DONNER DR     ,705797,865604,Point has not been altered,,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.8990546027,33.3660713604,95175,TE201655104         ,2016-05-11T09:00:00.000Z,2XXX E LIBRA DR     ,705377,860721,Point has not been altered,,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9252753274,33.4405706584,95186,TE201654966         ,2016-05-11T08:00:00.000Z,9XX E CURRY RD    ,697374,887827,Point has not been altered,,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.905455563,33.3602839187,95189,TE201655126         ,2016-05-11T08:00:00.000Z,6XXX S KENWOOD LN     ,703423,858615,Point has not been altered,,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.959364831,33.4252990233,95214,TE201649167         ,2016-04-21T15:49:00.000Z,1XXX W 5TH ST     ,686973,882273,Point has not been altered,,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9242333829,33.4467463589,95218,TE201651297         ,2016-04-28T15:00:00.000Z,1XXX N SCOTTSDALE RD     ,697692,890074,Point has not been altered,PALMS ON SCOTTSDALE ROAD APARTMENTS     ,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9309455676,33.3736574355,95220,TE201655467         ,2016-05-12T13:42:00.000Z,6XX E TULANE DR    ,695641,863481,Point has not been altered,,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9093171948,33.3586351508,95221,TE201655071         ,2016-05-11T14:32:00.000Z,6XXX S MCCLINTOCK DR     ,702244,858015,Point has not been altered,in LITTLE COTTONWOODS APARTMENTS        ,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.946060996,33.3870120884,95223,TE201655155         ,2016-05-11T17:32:00.000Z,4XX W SANTA CRUZ DR    ,691028,868341,Point has not been altered,,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9302863711,33.3266181032,95227,TE201655508         ,2016-05-12T15:06:00.000Z,9XXX S LA ROSA DR     ,695840,846366,Point has not been altered,,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9546060781,33.3810264681,95228,TE201655103         ,2016-04-20T08:54:00.000Z,4XXX S TERRY LN     ,688419,866164,Point has not been altered,,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.8956740621,33.4217619094,95241,TE201655421         ,2016-05-11T22:00:00.000Z,8XX S RIVER DR    ,706405,880984,Point has not been altered,PARKSIDE APARTMENTS                     ,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.954682618,33.4289064438,95243,TE201655135         ,2016-05-11T14:00:00.000Z,1XXX W 1ST ST     ,688402,883585,Point has not been altered,in SOUTH BANK                           ,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9568101538,33.3724259701,95245,TE201655215         ,2016-05-11T11:30:00.000Z,1XXX W AUBURN DR     ,687745,863035,Point has not been altered,,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9526530083,33.3557717881,95246,TE201655614         ,2016-05-12T19:13:00.000Z,9XX W GROVE PKWY    ,689012,856975,Point has not been altered,in GARDEN GROVE APARTMENTS              ,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9558845012,33.4119456922,95248,TE201655548         ,2016-05-12T06:00:00.000Z,1XXX S BECK AVE     ,688033,877414,Point has not been altered,,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9300573375,33.4557660719,95259,TE201654141         ,2016-05-08T18:30:00.000Z,2XXX N MCALLISTER AVE     ,695916,893356,Point has not been altered,BRENDA ARMS APARTMENTS                  ,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9554176842,33.4086587469,95260,TE201652892         ,2016-05-05T17:00:00.000Z,1XXX W 19TH ST     ,688175,876218,Point has not been altered,,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.8981734083,33.4129619249,95264,TE201655799         ,2016-05-13T05:00:00.000Z,2XXX E WILDERMUTH AVE     ,705643,877782,Point has not been altered,,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.8997383547,33.4040930432,95266,TE201656211         ,2016-05-14T00:38:00.000Z,2XXX E CONCORDA DR     ,705166,874555,Point has not been altered,CONNOLLY MIDDLE SCHOOL                  ,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9412787696,33.4256639705,95278,TE201655777         ,2016-05-13T02:38:00.000Z,1XX W 5TH ST    ,692491,882404,Point has not been altered,,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.8983714211,33.4063767755,95284,TE201655918         ,2016-05-13T12:38:00.000Z,2XXX E BROADWAY RD     ,705583,875386,Point has not been altered,in TEMPE VISTA APARTMENTS               ,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.8895220428,33.4115119248,95288,TE201652408         ,2014-12-19T00:01:00.000Z,2XXX E APACHE BLVD     ,708283,877255,Point has not been altered,in APACHE STATION APARTMENTS            ,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9536561283,33.3735043311,95291,TE201656186         ,2016-05-13T23:44:00.000Z,9XX W OXFORD DR    ,688708,863427,Point has not been altered,,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9249857089,33.35991036,95300,TE201653899         ,2016-05-06T22:30:00.000Z,1XXX E LODGE DR     ,697460,858479,Point has not been altered,,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9399662709,33.3834926614,95303,TE201655576         ,2016-05-12T17:30:00.000Z,3X W CARTER DR   ,692888,867060,Point has not been altered,in FLAGSTONE APARTMENTS                 ,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.948528487,33.4242633855,95304,TE201655583         ,2016-05-12T17:30:00.000Z,6XX S HARDY DR    ,690279,881895,Point has not been altered,in THE STANDARD                         ,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9565401513,33.426762111,95311,TE201656043         ,2016-05-13T08:00:00.000Z,3XX S BECK AVE    ,687835,882805,Point has not been altered,,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9598157797,33.3827562693,95312,TE201655522         ,2016-05-12T15:22:00.000Z,4XXX S PRIEST DR     ,686829,866794,Point has not been altered,,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9068408929,33.4193392074,95315,TE201656200         ,2016-05-14T00:14:00.000Z,1XXX E HAYDEN LN     ,702998,880102,Point has not been altered,,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9599294567,33.3278041401,95316,TE201656302         ,2016-05-14T03:41:00.000Z,1XXX W JEANINE DR     ,686786,846800,Point has not been altered,,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.8877749459,33.4126493695,95321,TE201656256         ,2016-05-14T02:04:00.000Z,2XXX E APACHE BLVD     ,708816,877669,Point has not been altered,APACHE STATION APARTMENTS               ,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9249642582,33.4099397809,95322,TE201655797         ,2016-05-13T04:35:00.000Z,9XX E VISTA DEL CERRO DR    ,697468,876682,Point has not been altered,in LANDMARK APARTMENTS                  ,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9185242296,33.38423141,95323,TE201656448         ,2016-05-14T02:00:00.000Z,4XXX S KENNETH PL     ,699433,867328,Point has not been altered,,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.948985414,33.3924752081,95331,TE201656602         ,2016-05-14T22:33:00.000Z,6XX W SOUTHERN AVE    ,690136,870329,Point has not been altered,MISTWOOD CONDOS                         ,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9342840449,33.424898358,95343,TE201653173         ,2016-05-06T22:06:00.000Z,3XX E VETERANS WAY    ,694625,882125,Point has not been altered,,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9357688032,33.3798929513,95348,TE201656773         ,2016-05-15T03:44:00.000Z,2XX E BASELINE RD    ,694169,865750,Point has not been altered,in WILSHIRE PINES                       ,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9616684724,33.3542737026,95351,TE201656588         ,2016-05-14T19:30:00.000Z,1XXX W GROVE PKWY     ,686259,856431,Point has not been altered,in FINISTERA APARTMENTS                 ,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9087148408,33.4275598033,95354,TE201656790         ,2016-05-15T04:44:00.000Z,2XX S MCCLINTOCK DR    ,702426,883093,Point has not been altered,,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9127585294,33.3779732149,95363,TE2016219           ,2016-01-01T04:31:00.000Z,1XXX E BASELINE RD     ,701193,865051,Point has not been altered,,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9511509294,33.3919496784,95364,TE201640051         ,2016-04-05T16:06:00.000Z,8XX W MALIBU DR    ,689475,870138,Point has not been altered,,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9120605557,33.3819391586,95366,TE201656335         ,2016-05-13T19:00:00.000Z,1XXX E MINTON DR     ,701406,866494,Point has not been altered,,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9133087917,33.3802461733,95367,TE201656395         ,2016-05-13T16:15:00.000Z,5XXX S BIRCH ST     ,701025,865878,Point has not been altered,,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9133677301,33.3810184803,95368,TE201656401         ,2016-05-13T22:00:00.000Z,4XXX S BIRCH ST     ,701007,866159,Point has not been altered,,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9484040978,33.3796402577,95371,TE201654191         ,2016-05-04T15:00:00.000Z,7XX W BASELINE RD    ,690312,865659,Point has not been altered,in SAN PALMILLA APARTMENTS              ,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.8874795426,33.4042144436,95373,TE201656993         ,2016-05-15T19:32:00.000Z,2XXX S EVERGREEN RD     ,708907,874600,Point has not been altered,,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9454462975,33.3907528243,95374,TE201656084         ,2016-05-13T20:26:00.000Z,4XX W PEBBLE BEACH DR    ,691216,869702,Point has not been altered,,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.898093753,33.37145813,95378,TE201656544         ,2016-05-14T19:24:00.000Z,2XXX E YALE DR     ,705670,862681,Point has not been altered,,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9379875968,33.383855808,95380,TE201656920         ,2016-05-15T14:46:00.000Z,4XXX S GRANDVIEW AVE     ,693492,867192,Point has not been altered,,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9087692495,33.4058584241,95381,TE201656948         ,2016-05-15T17:01:00.000Z,2XXX S MCCLINTOCK DR     ,702410,875197,Point has not been altered,,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9425863021,33.4027172869,95382,TE201656987         ,2016-05-09T08:30:00.000Z,2XXX S MILL AVE     ,692090,874055,Point has not been altered,in BROADWAY APARTMENTS                  ,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9119390004,33.3882550143,95383,TE201656991         ,2016-05-15T19:31:00.000Z,1XXX E MANHATTON DR     ,701443,868792,Point has not been altered,,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9297024354,33.4504837121,95384,TE201656647         ,2016-05-14T23:48:00.000Z,6XX E GRACE DR    ,696024,891434,Point has not been altered,,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9171483954,33.4093161694,95395,TE201656444         ,2016-05-14T08:00:00.000Z,1XXX S DORSEY LN     ,699853,876455,Point has not been altered,,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9041445917,33.4121326533,95400,TE201656579         ,2016-05-14T21:10:00.000Z,1XXX E APACHE BLVD     ,703821,877480,Point has not been altered,,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9194173161,33.4470736175,95404,TE201644739         ,2016-04-16T14:05:00.000Z,1XXX N OLEANDER ST     ,699161,890193,Point has not been altered,,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9460271469,33.4130093003,95407,TE201655960         ,2016-05-13T14:46:00.000Z,5XX W PARKWAY BLVD    ,691041,877800,Point has not been altered,,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9053109696,33.4144029469,95408,TE201655878         ,2016-05-12T12:00:00.000Z,1XXX E APACHE BLVD     ,703465,878306,Point has not been altered,APACHE SUBSTATION                       ,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9171483954,33.4093161694,95410,TE201656861         ,2016-05-15T11:24:00.000Z,1XXX S DORSEY LN     ,699853,876455,Point has not been altered,in RANCHO MURIETTA APARTMENTS           ,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9560510643,33.3234409041,95418,TE201653487         ,2016-05-05T23:00:00.000Z,1XXX W LARONA LN     ,687970,845212,Point has not been altered,,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9252198451,33.3762222384,95419,TE201654881         ,2016-05-11T01:06:00.000Z,9XX E BASELINE RD    ,697389,864414,Point has not been altered,in LAKEVIEW AT THE BAY APARTMENTS       ,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9142677962,33.4114186769,95420,TE201654725         ,2016-05-10T12:00:00.000Z,1XXX E CEDAR ST     ,700732,877220,Point has not been altered,,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9059432259,33.4164725503,95427,TE201655940         ,2016-05-09T07:00:00.000Z,1XXX S BONNIE LN     ,703272,879059,Point has not been altered,,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9061990279,33.4150571449,95429,TE201655558         ,2016-05-12T14:00:00.000Z,1XXX E APACHE BLVD     ,703194,878544,Point has not been altered,,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.8943134432,33.4106966044,95430,TE201655095         ,2016-05-11T15:31:00.000Z,1XXX S PRICE RD SB     ,706821,876958,Point has not been altered,RIVIERA VILLAGE                         ,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9191223448,33.4503524504,95431,TE201656019         ,2016-05-13T17:31:00.000Z,1XXX E BLUEBELL LN     ,699251,891386,Point has not been altered,,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9347566609,33.4121512052,95434,TE201655562         ,2016-05-06T23:32:00.000Z,1XXX S COLLEGE AVE     ,694480,877487,Point has not been altered,,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9169157135,33.4057514873,95436,TE201656518         ,2016-05-13T17:00:00.000Z,2XXX S PINE ST     ,699924,875158,Point has not been altered,,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9031075036,33.4217959254,95442,TE201656840         ,2016-05-15T09:08:00.000Z,1XXX E UNIVERSITY DR     ,704137,880996,Point has not been altered,REGENTS ON UNIVERSITY                   ,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9383276983,33.3813794253,95457,TE201657218         ,2016-05-13T16:00:00.000Z,4XXX S GRANDVIEW AVE     ,693388,866291,Point has not been altered,,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9526530083,33.3557717881,95458,TE201656330         ,2016-05-14T07:35:00.000Z,9XX W GROVE PKWY    ,689012,856975,Point has not been altered,GARDEN GROVE APARTMENTS                 ,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9478589137,33.412475663,95460,TE201652846         ,2016-05-06T05:26:00.000Z, ROOSEVELT ST / W 15TH ST  ,690482,877606,Point has not been altered,,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9174921851,33.3773438856,95462,TE201656338         ,2016-05-13T22:00:00.000Z,1XXX E BAYVIEW DR     ,699748,864822,Point has not been altered,,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9402854375,33.3886156477,95464,TE2015151560        ,2015-12-09T23:54:00.000Z,3XXX S MILL AVE     ,692791,868924,Point has not been altered,in SOLARA AT MILL APARTMENTS            ,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9452254097,33.4266195671,95471,TE201657149         ,2016-05-16T06:45:00.000Z,3XX S FARMER AVE    ,691287,882752,Point has not been altered,,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.8858621776,33.3909282367,95472,TE201657189         ,2015-01-11T08:00:00.000Z,2XXX E PEBBLE BEACH DR     ,709402,869766,Point has not been altered,,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9498931139,33.4272395424,95480,TE201656380         ,2016-05-14T09:00:00.000Z,8XX W 3RD ST    ,689863,882978,Point has not been altered,in HIDDEN GLEN APARTMENTS               ,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9446934699,33.3828403092,95488,TE201654968         ,2016-05-11T08:38:00.000Z,4XX W BASELINE RD    ,691445,866823,Point has not been altered,in CHAPARRAL TRAILER PARK               ,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9513676548,33.4261287861,95494,TE201657442         ,2016-05-16T18:18:00.000Z,8XX W BROWN ST    ,689413,882574,Point has not been altered,,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9411544259,33.3328993713,95499,TE201657070         ,2016-05-16T00:34:00.000Z,8XXX S DATELAND DR     ,692521,848652,Point has not been altered,,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.942735087,33.4071641785,95500,TE201657394         ,2016-04-28T12:00:00.000Z,1XX W BROADWAY RD    ,692045,875673,Point has not been altered,,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.957648889,33.4286086724,95503,TE201657335         ,2016-05-15T13:00:00.000Z,2XX S BECK AVE    ,687497,883477,Point has not been altered,SALADO SPRINGS APARTMENTS               ,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.959319117,33.4256535824,95507,TE201657495         ,2016-05-16T21:12:00.000Z,1XXX W 5TH ST     ,686987,882402,Point has not been altered,,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9420550414,33.4238141419,95508,TE201657415         ,2016-05-16T17:16:00.000Z,1XX W 6TH ST    ,692254,881731,Point has not been altered,W6TH APARTMENTS                         ,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9167944865,33.4190455176,95512,TE201657572         ,2016-05-17T02:00:00.000Z,9XX S DORSEY LN    ,699961,879995,Point has not been altered,WILLOW BROOK APARTMENTS                 ,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.8957654935,33.409498553,95514,TE201654929         ,2016-05-11T06:42:00.000Z,2XXX E BROADWAY RD     ,706378,876522,Point has not been altered,VILLAREAL CONDOS                        ,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9243377146,33.4028929066,95515,TE201656761         ,2016-05-15T03:21:00.000Z,9XX E CONCORDA DR    ,697659,874118,Point has not been altered,,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9372035809,33.4073576058,95520,TE2007169742        ,2007-10-26T01:00:00.000Z,1XX E BROADWAY RD    ,693733,875743,Sexual Violence Related Call Type locations have been randomized to keep the identities of the victims secret.,TEMPE GARDEN APARTMENTS                 ,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9346639694,33.4076383376,95521,TE2007159907        ,2007-10-07T05:00:00.000Z, COLLEGE AVE / E BROADWAY RD  ,694508,875845,Sexual Violence Related Call Type locations have been randomized to keep the identities of the victims secret.,,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9650552736,33.3905818232,95522,TE201657504         ,2016-05-15T17:00:00.000Z,1XXX W LA JOLLA DR     ,685231,869642,Point has not been altered,GALLERIA PALMS APARTMENTS               ,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9272186394,33.4078178405,95523,TE2008189452        ,2008-11-10T23:25:00.000Z,7XX E BROADWAY LN    ,696780,875910,Sexual Violence Related Call Type locations have been randomized to keep the identities of the victims secret.,,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9475245756,33.4308213148,95527,TE201657576         ,2016-05-17T02:48:00.000Z,6XX W RIO SALADO PKWY    ,690586,884281,Point has not been altered,,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9261381182,33.3858361375,95528,TE200374011         ,2003-04-30T22:00:00.000Z, RURAL RD / E US 60  ,697109,867912,Sexual Violence Related Call Type locations have been randomized to keep the identities of the victims secret.,,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9534786113,33.4264112625,95529,TE200374072         ,2003-05-01T04:00:00.000Z,3XX S WESTFALL AVE    ,688769,882677,Sexual Violence Related Call Type locations have been randomized to keep the identities of the victims secret.,,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9567204967,33.4269159632,95532,TE200382699         ,2003-05-15T23:59:00.000Z,3XX S BECK AVE    ,687780,882861,Sexual Violence Related Call Type locations have been randomized to keep the identities of the victims secret.,RESERVE AT TOWN LAKE                    ,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.8930948445,33.40888518,95541,TE200383865         ,2003-05-16T22:00:00.000Z,1XXX S PRICE RD SB     ,707193,876299,Sexual Violence Related Call Type locations have been randomized to keep the identities of the victims secret.,in VILLATREE APTS                       ,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9239882732,33.377871369,95544,TE200388546         ,2003-05-25T02:00:00.000Z,9XX E BASELINE RD    ,697765,865014,Sexual Violence Related Call Type locations have been randomized to keep the identities of the victims secret.,in THE NINES                            ,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9626758977,33.3891837855,95546,TE200390376         ,2003-05-28T10:30:00.000Z,1XXX W LA JOLLA DR     ,685957,869133,Sexual Violence Related Call Type locations have been randomized to keep the identities of the victims secret.,in GALLERIA PALMS APARTMENTS            ,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9530291165,33.354512898,95548,TE2003102951        ,2003-06-17T22:00:00.000Z,9XX W GROVE PKWY    ,688897,856517,Sexual Violence Related Call Type locations have been randomized to keep the identities of the victims secret.,in 909WEST APARTMENTS                   ,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9058265137,33.4062347336,95549,TE2003113124        ,2003-07-04T03:00:00.000Z,1XXX E BROADWAY RD     ,703308,875334,Sexual Violence Related Call Type locations have been randomized to keep the identities of the victims secret.,in CORONADO APARTMENTS                  ,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9165388077,33.4457296858,95551,TE2003124148        ,2003-07-22T06:00:00.000Z,1XXX N OAK ST     ,700039,889704,Sexual Violence Related Call Type locations have been randomized to keep the identities of the victims secret.,,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.8928605049,33.4150030828,95555,TE201655995         ,2016-05-13T16:38:00.000Z,2XXX E APACHE BLVD     ,707264,878525,Point has not been altered,,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9408573579,33.3834512646,95563,TE201657289         ,2016-05-02T12:00:00.000Z,3X W CARTER DR   ,692616,867045,Point has not been altered,in FLAGSTONE APARTMENTS                 ,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9561897706,33.3768401325,95577,TE201655959         ,2016-05-13T14:39:00.000Z,1XXX W BASELINE RD     ,687935,864641,Point has not been altered,in SEVILLA APARTMENTS                   ,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9181958346,33.3395062717,95581,TE201657266         ,2016-05-15T23:59:00.000Z,1XXX E CALLE DE CABALLOS     ,699533,851055,Point has not been altered,,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9050898412,33.3766809794,95584,TE201655427         ,2016-04-29T18:00:00.000Z,5XXX S HAZELTON LN     ,703534,864581,Point has not been altered,,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.949173291,33.4130827228,95589,TE201657286         ,2016-05-01T08:00:00.000Z,1XXX S MARILYN ANN DR     ,690081,877827,Point has not been altered,,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9623026797,33.3520829725,95595,TE201657321         ,2016-05-14T13:00:00.000Z,1XXX W GROVE PKWY     ,686065,855634,Point has not been altered,FINISTERA APARTMENTS                    ,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.8898535328,33.3992238692,95596,TE201657735         ,2016-05-10T00:00:00.000Z,2XXX E CAIRO DR     ,708183,872784,Point has not been altered,,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9228949583,33.3895302123,95616,TE201657848         ,2016-05-17T17:29:00.000Z,1XXX E LAGUNA DR     ,698099,869256,Point has not been altered,,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9266122733,33.3780031106,95617,TE201657913         ,2016-05-17T20:31:00.000Z,9XX E BASELINE RD    ,696964,865062,Point has not been altered,LAKEVIEW AT THE BAY APARTMENTS          ,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.8969146552,33.3708615404,95635,TE201655891         ,2016-05-13T11:27:00.000Z,2XXX E SESAME ST     ,706030,862464,Point has not been altered,,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9190101016,33.4216949536,95651,TE201657675         ,2016-04-12T10:25:00.000Z,1XXX E UNIVERSITY DR     ,699285,880959,Point has not been altered,12FIFTY5 ON UNIVERSITY APARTMENTS       ,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9273978427,33.4526991325,95652,TE201657874         ,2016-05-15T21:00:00.000Z,2XXX N SCOTTSDALE RD     ,696727,892240,Point has not been altered,SCOTTSDALE GATEWAY APARTMENTS           ,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.8989803813,33.4091087794,95653,TE201657894         ,2016-05-17T07:10:00.000Z,2XXX E BROADWAY RD     ,705397,876380,Point has not been altered,in WILLOW CREEK APARTMENTS              ,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9231884922,33.3716462407,95656,TE201657961         ,2016-02-01T00:00:00.000Z,5XXX S ADMIRALTY CT     ,698009,862749,Point has not been altered,,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.8957094803,33.4107600614,95674,TE201657778         ,2016-05-12T12:00:00.000Z,1XXX S PRICE RD SB     ,706395,876981,Point has not been altered,RIVIERA VILLAGE                         ,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.8998575715,33.3805803876,95678,TE201655812         ,2016-05-13T07:02:00.000Z,4XXX S CLARK DR     ,705131,866000,Point has not been altered,,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.970529337,33.3893840083,95679,TE201657770         ,2016-05-13T17:00:00.000Z,2XXX W SOUTHERN AVE     ,683560,869207,Point has not been altered,MEADOWS TP                              ,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9231001174,33.4170390178,95682,TE201657764         ,2016-05-07T13:00:00.000Z,1XXX S TERRACE RD     ,698037,879265,Point has not been altered,VERTEX APTS                             ,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9622465318,33.3951370057,95696,TE201658204         ,2016-05-18T15:17:00.000Z,1XXX W GENEVA DR     ,686089,871299,Point has not been altered,,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.9117050573,33.3539354558,95697,TE201658312         ,2016-05-18T19:31:00.000Z,7XXX S ALDER DR     ,701515,856305,Point has not been altered,,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
-111.920917624,33.4216756641,95711,TE201658209         ,2016-05-17T02:00:00.000Z,1XXX E UNIVERSITY DR     ,698703,880952,Point has not been altered,in 12FIFTY5 ON UNIVERSITY APARTMENTS    ,BURGLARY FROM VEHICLE         ,Residence/Home                                                                 
